# OROP SS input data for ML training
          0.002,         -0.076,          2.000,          1.000,        172.230,        105.192,        456.865,         35.690,          1.333

          1.833,         -0.076,          2.000,          1.000,        188.922,        116.084,        455.637,         35.690,          1.267

          0.002,         -0.066,          2.000,          1.000,         43.311,        150.544,        694.940,         35.690,          1.304

          0.208,         -0.077,          2.000,          1.000,        184.852,        107.777,        417.892,         35.690,          1.627

          0.844,         -0.079,          2.000,          1.000,        164.790,         97.113,        340.023,         35.690,          1.692

          0.209,         -0.080,          2.000,          1.000,        162.755,         95.982,        344.173,         35.690,          1.719

          0.857,         -0.078,          2.000,          1.000,        156.750,         97.699,        298.146,         35.690,          1.888

          0.261,         -0.082,          2.000,          1.000,        145.369,         86.846,        267.951,         35.690,          1.890

          2.409,         -0.075,          2.000,          1.000,        196.470,        116.445,        480.659,         35.690,          1.220

          0.549,         -0.074,          2.000,          1.000,          7.089,        124.536,        652.189,         35.690,          0.703

          1.749,         -0.073,          2.000,          1.000,         10.880,        125.538,        555.697,         35.690,          0.779

          0.000,         -0.069,          2.000,          1.000,         33.960,        139.286,        604.230,         35.690,          0.808

          3.196,         -0.080,          2.000,          1.000,        172.363,        106.794,        391.228,         35.690,          1.094

          0.050,         -0.072,          2.000,          1.000,          7.982,        123.967,        570.086,         35.690,          0.910

          2.138,         -0.071,          2.000,          1.000,         36.837,        144.508,        775.052,         35.690,          1.280

          0.000,         -0.086,          2.000,          1.000,        124.628,         75.797,        201.646,         35.690,          2.236

          2.397,         -0.074,          2.000,          1.000,        199.561,        118.293,        466.658,         35.690,          1.058

          2.592,         -0.074,          2.000,          1.000,          9.112,        124.413,        557.192,         35.690,          1.157

          1.442,         -0.073,          2.000,          1.000,         13.032,        124.932,        648.396,         35.690,          1.115

          1.893,         -0.071,          2.000,          1.000,         30.250,        136.885,        629.475,         35.690,          0.999

          6.937,         -0.072,          2.000,          1.000,         51.028,        145.353,        751.072,         35.690,          1.066

          1.993,         -0.072,          2.000,          1.000,          9.601,        136.683,        622.883,         35.690,          1.168

          1.983,         -0.078,          2.000,          1.000,        161.040,         97.550,        393.870,         35.690,          1.241

          2.607,         -0.075,          2.000,          1.000,        196.574,        116.821,        475.502,         35.690,          1.144

          5.800,         -0.079,          2.000,          1.000,        186.685,        112.076,        468.235,         35.690,          1.171

          3.077,         -0.075,          2.000,          1.000,        199.055,        118.041,        467.869,         35.690,          1.158

          8.072,         -0.079,          2.000,          1.000,          0.440,        124.141,        526.545,         35.690,          1.270

          2.330,         -0.077,          2.000,          1.000,        178.736,        107.214,        387.929,         35.690,          1.223

         12.383,         -0.079,          2.000,          1.000,          6.653,        129.879,        435.019,         35.690,          1.314

          1.494,         -0.086,          2.000,          1.000,        139.038,         79.397,        233.365,         35.690,          1.381

          7.787,         -0.081,          2.000,          1.000,          1.331,        124.821,        530.500,         35.690,          1.402

          1.964,         -0.078,          2.000,          1.000,        174.889,        105.150,        399.418,         35.690,          1.406

         11.544,         -0.082,          2.000,          1.000,          4.102,        128.281,        436.460,         35.690,          1.430

